num_nodes,num_edges,density,is_connected,avg_clustering,transitivity,assortativity,max_degree,min_degree,avg_degree,avg_betweenness,avg_closeness,diameter,radius,avg_is_ligand,num_unique_residues,residue_ALA_count,residue_ARG_count,residue_ASN_count,residue_ASP_count,residue_CYS_count,residue_GLN_count,residue_GLU_count,residue_GLY_count,residue_HIS_count,residue_ILE_count,residue_LEU_count,residue_LYS_count,residue_MET_count,residue_PHE_count,residue_PRO_count,residue_SER_count,residue_THR_count,residue_TRP_count,residue_TYR_count,residue_VAL_count,node_type_1_count,node_type_2_count,node_type_3_count,node_type_4_count,node_type_5_count,node_type_6_count,node_type_7_count,node_type_8_count,node_type_10_count,node_type_16_count,node_type_17_count,node_type_32_count,node_type_33_count,node_type_34_count,node_type_35_count,node_type_36_count,node_type_37_count,node_type_38_count,node_type_39_count,avg_edge_distance,min_edge_distance,max_edge_distance,edge_type_128_count,edge_type_256_count,edge_type_384_count,edge_type_512_count,edge_type_640_count,edge_type_1024_count,edge_type_1152_count,edge_type_1536_count,edge_type_1664_count,edge_type_2048_count,edge_type_2560_count,class
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6206231117248535,2.6206231117248535,2.6206231117248535,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8709867000579834,2.8709867000579834,2.8709867000579834,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.5127720832824707,3.5127720832824707,3.5127720832824707,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8886642456054688,2.8886642456054688,2.8886642456054688,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.7831947803497314,3.7831947803497314,3.7831947803497314,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.6661972999572754,3.6661972999572754,3.6661972999572754,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.724622964859009,3.724622964859009,3.724622964859009,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5.160420894622803,5.160420894622803,5.160420894622803,0,0,0,0,0,1,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7798399925231934,2.7798399925231934,2.7798399925231934,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.567570924758911,2.567570924758911,2.567570924758911,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7139010429382324,2.7139010429382324,2.7139010429382324,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.6956329345703125,3.6956329345703125,3.6956329345703125,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.3845643997192383,3.3845643997192383,3.3845643997192383,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.963822364807129,2.963822364807129,2.963822364807129,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.039233922958374,2.039233922958374,2.039233922958374,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.731113433837891,4.731113433837891,4.731113433837891,0,0,0,0,0,0,0,0,0,1,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.6667680740356445,3.6667680740356445,3.6667680740356445,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.626926898956299,3.626926898956299,3.626926898956299,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5491199493408203,2.5491199493408203,2.5491199493408203,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.825871467590332,2.825871467590332,2.825871467590332,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.614949941635132,3.614949941635132,3.614949941635132,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.6322927474975586,3.6322927474975586,3.6322927474975586,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.734370470046997,3.734370470046997,3.734370470046997,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9729349613189697,2.9729349613189697,2.9729349613189697,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9541475772857666,2.9541475772857666,2.9541475772857666,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.7456066608428955,3.7456066608428955,3.7456066608428955,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5.929910182952881,5.929910182952881,5.929910182952881,0,0,0,0,0,1,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.625603437423706,3.625603437423706,3.625603437423706,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.5774145126342773,3.5774145126342773,3.5774145126342773,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6503639221191406,2.6503639221191406,2.6503639221191406,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.7837586402893066,3.7837586402893066,3.7837586402893066,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7128658294677734,2.7128658294677734,2.7128658294677734,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.789278745651245,3.789278745651245,3.789278745651245,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.492466688156128,2.492466688156128,2.492466688156128,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.729729652404785,3.729729652404785,3.729729652404785,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.7521145343780518,3.7521145343780518,3.7521145343780518,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.7713680267333984,3.7713680267333984,3.7713680267333984,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.4499995708465576,3.4499995708465576,3.4499995708465576,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.647435426712036,3.647435426712036,3.647435426712036,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.7813847064971924,3.7813847064971924,3.7813847064971924,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.7387757301330566,3.7387757301330566,3.7387757301330566,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.7321970462799072,3.7321970462799072,3.7321970462799072,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.6116085052490234,3.6116085052490234,3.6116085052490234,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.7501473426818848,3.7501473426818848,3.7501473426818848,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.689011812210083,3.689011812210083,3.689011812210083,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.588609218597412,3.588609218597412,3.588609218597412,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.7841556072235107,3.7841556072235107,3.7841556072235107,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9643659591674805,2.9643659591674805,2.9643659591674805,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.944357872009277,5.944357872009277,5.944357872009277,0,0,0,0,0,0,0,0,0,1,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.6435296535491943,3.6435296535491943,3.6435296535491943,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7998812198638916,2.7998812198638916,2.7998812198638916,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7792184352874756,2.7792184352874756,2.7792184352874756,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6312005519866943,2.6312005519866943,2.6312005519866943,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.3247992992401123,3.3247992992401123,3.3247992992401123,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.6395864486694336,3.6395864486694336,3.6395864486694336,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5165815353393555,2.5165815353393555,2.5165815353393555,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.720903158187866,2.720903158187866,2.720903158187866,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.751697063446045,3.751697063446045,3.751697063446045,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7695183753967285,2.7695183753967285,2.7695183753967285,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7357518672943115,2.7357518672943115,2.7357518672943115,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.502394914627075,3.502394914627075,3.502394914627075,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.5270328521728516,3.5270328521728516,3.5270328521728516,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.405351400375366,3.405351400375366,3.405351400375366,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4.990612030029297,4.990612030029297,4.990612030029297,0,0,0,0,0,1,0,0,0,0,0,1
2,1,1.0,1,0.0,0,,1,1,1.0,0.0,1.0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.942896842956543,2.942896842956543,2.942896842956543,0,0,0,1,0,0,0,0,0,0,0,1
