Pair_ID,num_nodes,num_edges,density,is_connected,avg_clustering,transitivity,assortativity,max_degree,min_degree,avg_degree,avg_betweenness,avg_closeness,diameter,radius,avg_is_ligand,num_unique_residues,residue_ALA_count,residue_ARG_count,residue_ASN_count,residue_ASP_count,residue_CYS_count,residue_GLN_count,residue_GLU_count,residue_GLY_count,residue_HIS_count,residue_ILE_count,residue_LEU_count,residue_LYS_count,residue_MET_count,residue_PHE_count,residue_PRO_count,residue_SER_count,residue_THR_count,residue_TRP_count,residue_TYR_count,residue_VAL_count,node_type_1_count,node_type_2_count,node_type_4_count,node_type_5_count,node_type_6_count,node_type_7_count,node_type_8_count,node_type_10_count,node_type_16_count,node_type_17_count,node_type_32_count,node_type_33_count,node_type_34_count,node_type_36_count,node_type_38_count,node_type_39_count,avg_edge_distance,min_edge_distance,max_edge_distance,edge_type_128_count,edge_type_256_count,edge_type_384_count,edge_type_512_count,edge_type_1024_count,edge_type_1152_count,edge_type_1536_count,edge_type_1664_count,edge_type_2048_count,edge_type_2560_count,Label_gt_0,Label_gt_1pct,Label_gt_2pct,Label_gt_3pct,Label_gt_4pct,Label_gt_5pct,Label_gt_6pct,Label_gt_7pct,Label_gt_8pct,Label_gt_9pct,Label_gt_10pct,Label
1166,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.4934794255560173,3.453411969666961,3.5668390499650484,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
1169,7,6,0.2857142857142857,1,0.0,0.0,-0.7142857142857147,4,1,1.7142857142857142,0.2380952380952381,0.4781789638932496,4,2,0.2857142857142857,3,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,4.96530564176109,3.483187994905106,5.863305913060744,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,8,11,0.39285714285714285,1,0.0,0.0,-0.3908045977011488,4,1,2.75,0.13095238095238096,0.5734375,3,2,0.5,3,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0,4.531798855665984,2.7383329430957755,5.661522210380084,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0
1173,7,7,0.3333333333333333,1,0.0,0.0,-0.750000000000001,5,1,2.0,0.1619047619047619,0.5740973312401884,3,2,0.7142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,3.625685117159688,3.4909291518794663,3.798043642315361,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,12,22,0.3333333333333333,1,0.0,0.0,-0.7365809652683797,8,2,3.6666666666666665,0.08181818181818183,0.5627696377696377,3,2,0.3333333333333333,3,0,8,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,0,1,0,0,4.691129854280185,2.8409649929856657,5.834518206207186,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0
1178,6,6,0.4,1,0.0,0.0,-0.7333333333333336,4,1,2.0,0.18333333333333335,0.5972222222222222,3,2,0.6666666666666666,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,4.666211912546667,2.969884497957455,5.917084121782137,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0
1179,5,4,0.4,1,0.0,0.0,-0.6666666666666666,3,1,1.6,0.26666666666666666,0.5822222222222222,3,2,0.4,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4.929476283559862,4.041419009156905,5.344893710338013,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,9,8,0.2222222222222222,1,0.0,0.0,-0.47368421052631576,4,1,1.7777777777777777,0.24603174603174605,0.38548364866040774,6,3,0.5555555555555556,4,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,4.776199801414526,2.957412801371345,5.906500317229234,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.041824191849692,4.534897463392296,5.376850462622203,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1184,7,8,0.38095238095238093,1,0.0,0.0,-0.6,4,1,2.2857142857142856,0.1619047619047619,0.5710979496693782,3,2,0.5714285714285714,3,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,4.227596057011523,2.554988048419654,5.395943283731008,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
1185,4,3,0.5,1,0.0,0.0,-1.0,3,1,1.5,0.25,0.7000000000000001,2,1,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3.5765539749021276,3.4916036370741486,3.7247503734503264,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,12,22,0.3333333333333333,1,0.0,0.0,-0.7365809652683797,8,2,3.6666666666666665,0.0818181818181818,0.5627696377696377,3,2,0.3333333333333333,3,0,8,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,4.853091198606187,3.341748600223334,5.876680095846343,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,12,11,0.16666666666666666,1,0.0,0.0,-0.6141304347826085,4,1,1.8333333333333333,0.2212121212121212,0.3232612374488805,7,4,0.5,2,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,4.961356053603748,3.52973977761352,5.86616981596853,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4.880625697440118,4.189166483211974,5.578134337828194,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1194,7,8,0.38095238095238093,1,0.0,0.0,-0.6,4,1,2.2857142857142856,0.1619047619047619,0.5710979496693782,3,2,0.5714285714285714,3,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,4.1258448422015475,2.1266814844511,5.723412472336086,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
1196,4,3,0.5,1,0.0,0.0,-1.0,3,1,1.5,0.25,0.7000000000000001,2,1,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3.580232319823143,3.490501560063841,3.6961524263289296,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,12,15,0.22727272727272727,1,0.0,0.0,-0.6921606118546844,7,1,2.5,0.11212121212121211,0.4875368844118844,4,2,0.3333333333333333,3,0,8,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,4.89209183536532,4.102387544129447,5.729574041015446,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,4,3,0.5,1,0.0,0.0,-1.0,3,1,1.5,0.25,0.7000000000000001,2,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.709176332132768,3.6519096310816823,3.7602221828458693,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1204,11,17,0.3090909090909091,1,0.0,0.0,-0.592734225621416,6,1,3.090909090909091,0.11111111111111112,0.5186458278563543,4,2,0.36363636363636365,2,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4.9549586701265556,3.9931337101019273,5.975538315336965,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,4,3,0.5,1,0.0,0.0,-1.0,3,1,1.5,0.25,0.7,2,1,0.25,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.7045344104417572,3.640696829227751,3.7680548299261654,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1210,9,15,0.4166666666666667,1,0.0,0.0,-0.5316901408450714,5,2,3.3333333333333335,0.10317460317460314,0.59591432532609,3,2,0.5555555555555556,2,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,4.58250838381481,3.0451379522760798,5.949596619853367,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,5,5,0.5,1,0.0,0.0,-0.6666666666666623,3,1,2.0,0.19999999999999998,0.6409523809523809,3,2,0.4,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,4.031696568182378,2.6241420844762615,5.657882374954179,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1215,9,13,0.3611111111111111,1,0.0,0.0,-0.5402843601895733,5,1,2.888888888888889,0.11904761904761901,0.5620198247649228,3,2,0.4444444444444444,2,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,1,0,0,4.159723633839551,2.7111438396942233,5.622826911516906,0,0,0,0,5,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
1233,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.513080500801698,3.4133029030928426,3.616841777644957,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
1234,10,14,0.3111111111111111,1,0.0,0.0,-0.2078431372549036,5,1,2.8,0.13333333333333333,0.5033248279068712,4,2,0.5,2,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,3,0,0,4.118944200872435,2.5623398786641025,5.801477396485897,0,0,0,1,5,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
1236,4,4,0.6666666666666666,1,0.0,0.0,,2,2,2.0,0.16666666666666666,0.75,2,2,0.5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4.2532274418843095,2.6617423851290427,5.5372444795745475,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1239,9,17,0.4722222222222222,1,0.0,0.0,-0.4999999999999987,5,2,3.7777777777777777,0.08730158730158728,0.6305213305213306,3,2,0.4444444444444444,2,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,4.441932854796499,3.132076871145833,5.974186410935864,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,5,4,0.4,1,0.0,0.0,-1.0,4,1,1.6,0.2,0.6571428571428571,2,1,0.2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3.685103464059755,3.616747513271165,3.7624220270779594,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,10,13,0.28888888888888886,1,0.0,0.0,-0.3140794223826715,5,1,2.6,0.1388888888888889,0.4932407942934258,4,2,0.5,2,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,2,0,0,4.129146246829017,2.6513275216570347,5.77429109793505,0,0,0,1,4,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
1263,4,4,0.6666666666666666,1,0.0,0.0,,2,2,2.0,0.16666666666666666,0.75,2,2,0.5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4.204284336285908,2.6921457374546165,5.346828260418562,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1265,11,17,0.3090909090909091,1,0.0,0.0,-0.28787878787878757,6,1,3.090909090909091,0.11515151515151514,0.5098708545581365,4,2,0.45454545454545453,2,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,3,0,0,4.238183488228178,2.711973807690861,5.879541731575726,0,0,0,1,8,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
1302,22,42,0.18181818181818182,1,0.0,0.0,0.07998392282958175,7,1,3.8181818181818183,0.09718614718614721,0.357221730384163,8,4,0.45454545454545453,3,0,12,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10,0,0,2,0,0,4.575980355361748,2.2341663069145032,5.959378536961921,0,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0
1303,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.6958794535005706,3.661156480222834,3.747069079573006,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
1306,17,36,0.2647058823529412,1,0.0,0.0,-0.10379746835443154,8,1,4.235294117647059,0.0823529411764706,0.4637031720570355,5,3,0.47058823529411764,3,0,9,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,0,0,1,0,0,4.473142665372158,2.701058340238928,5.983050742661039,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0
1307,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.7522429583365704,3.737025045850744,3.779538241723399,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
1308,5,6,0.6,1,0.0,0.0,-1.0,3,2,2.4,0.13333333333333336,0.72,2,2,0.4,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,5.142402893882781,4.189765162523639,5.980936837689074,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
1312,22,44,0.19047619047619047,1,0.0,0.0,0.08381452318460214,8,2,4.0,0.09588744588744587,0.35974531468261906,7,4,0.45454545454545453,3,0,12,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,11,0,0,1,0,0,4.569843524577966,2.6347392606983915,5.917734278626878,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0
1317,22,42,0.18181818181818182,1,0.0,0.0,0.06445134197553322,8,1,3.8181818181818183,0.09761904761904763,0.3559877716873087,7,4,0.45454545454545453,3,0,12,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,11,0,0,1,0,0,4.555749819872501,2.4370594084015624,5.9715111380496335,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0
1321,17,36,0.2647058823529412,1,0.0,0.0,-0.10379746835443154,8,1,4.235294117647059,0.0823529411764706,0.4637031720570355,5,3,0.47058823529411764,3,0,9,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,0,0,1,0,0,4.463981556294652,2.58984944717988,5.954414500564365,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0
1323,5,5,0.5,1,0.0,0.0,-0.6666666666666623,3,1,2.0,0.19999999999999998,0.6409523809523809,3,2,0.4,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,5.019892504129237,4.227797440701582,5.841504276175139,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,22,42,0.18181818181818182,1,0.0,0.0,0.06445134197553322,8,1,3.8181818181818183,0.09761904761904763,0.3559877716873087,7,4,0.45454545454545453,3,0,12,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10,0,0,2,0,0,4.563786846559763,2.4553684331009458,5.985766697985123,0,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0
1329,17,28,0.20588235294117646,1,0.0,0.0,-0.2620817843866181,7,1,3.2941176470588234,0.10098039215686275,0.4125294374225503,6,3,0.47058823529411764,3,0,9,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,0,0,1,0,0,4.541494785375476,2.829689428443615,5.77770434494186,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0
1331,5,4,0.4,1,0.0,0.0,-0.6666666666666666,3,1,1.6,0.26666666666666666,0.5822222222222223,3,2,0.6,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,5.00616156033502,4.00662189659226,5.712529005855211,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,9,11,0.3055555555555556,1,0.0,0.0,-0.6680327868852454,5,1,2.4444444444444446,0.1349206349206349,0.5339671222024163,3,2,0.4444444444444444,4,1,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,0,2,0,0,4.2728341454271614,2.887853194687767,5.921199257916359,0,0,0,1,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
1335,8,10,0.35714285714285715,1,0.0,0.0,-0.627906976744188,4,1,2.5,0.14285714285714288,0.559375,3,2,0.5,3,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,2,0,0,4.100953873709395,2.8965716573206985,5.801669727279217,0,0,0,1,1,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
1336,10,15,0.3333333333333333,1,0.0,0.0,-0.9844357976653684,8,1,3.0,0.0861111111111111,0.60875,3,2,0.2,2,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,1,0,0,3.9331458404378714,2.786671726036561,5.1386881661512644,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
1338,10,15,0.3333333333333333,1,0.0,0.0,-0.9844357976653684,8,1,3.0,0.0861111111111111,0.60875,3,2,0.8,2,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,1,0,0,4.103585803323594,2.8620493648233434,5.581379548158784,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
1339,6,5,0.3333333333333333,1,0.0,0.0,-0.6666666666666673,3,1,1.6666666666666667,0.2833333333333334,0.49007936507936506,4,2,0.6666666666666666,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,4.5481695440617695,2.849182698678894,5.811785595205077,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3.176031254101236,2.990208768290076,3.3928615306819827,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
1367,14,15,0.16483516483516483,1,0.0,0.0,-0.6216216216216212,7,1,2.142857142857143,0.11263736263736264,0.44010458250285767,4,3,0.42857142857142855,4,0,4,0,6,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,0,1,0,0,4.23248054801845,2.5896971218611307,5.964163630051614,0,0,0,4,4,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
1370,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.47514334543308,5.2001294476375035,5.641835779616856,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1371,6,8,0.5333333333333333,1,0.0,0.0,-1.0,4,2,2.6666666666666665,0.1166666666666667,0.6944444444444445,2,2,0.6666666666666666,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,4.14113321920907,3.1375851616841666,5.195737287345032,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
1373,7,9,0.42857142857142855,1,0.0,0.0,-0.666666666666667,4,1,2.5714285714285716,0.14285714285714285,0.6045145330859617,3,2,0.42857142857142855,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,4.096523816497896,2.9552544311520452,5.4391166539280045,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,13,16,0.20512820512820512,1,0.0,0.0,-0.538866930171278,6,1,2.4615384615384617,0.11421911421911422,0.45919567013475365,4,3,0.5384615384615384,4,0,4,0,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,1,0,0,4.370155364572902,2.5608397469512925,5.985651884283648,0,0,0,3,5,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
1384,5,5,0.5,1,0.0,0.0,-0.6666666666666623,3,1,2.0,0.19999999999999998,0.6409523809523809,3,2,0.4,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5.5656898266600985,5.18152087119875,5.957161467861488,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1385,6,8,0.5333333333333333,1,0.0,0.0,-1.0,4,2,2.6666666666666665,0.1166666666666667,0.6944444444444445,2,2,0.6666666666666666,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,4.166368736145585,3.40231969157238,5.2485842849347755,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
1386,6,8,0.5333333333333333,1,0.0,0.0,-1.0,4,2,2.6666666666666665,0.1166666666666667,0.6944444444444445,2,2,0.3333333333333333,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,4.342791471335195,3.288096203257744,5.357958674454928,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
1387,15,30,0.2857142857142857,1,0.0,0.0,-0.6018048505358156,10,1,4.0,0.06959706959706961,0.5361027560845071,3,2,0.3333333333333333,2,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,0,0,1,0,0,4.709562850597038,2.803092782731084,5.997120783735349,0,0,0,0,18,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
1390,36,113,0.17936507936507937,1,0.0,0.0,0.23073942882444112,10,3,6.277777777777778,0.046405228758169936,0.39718702295323466,6,4,0.5,3,0,24,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,20,0,0,4,0,0,4.583778520669059,2.5599063192871787,5.981032772741767,0,0,0,0,51,0,0,0,58,4,0,0,0,0,0,0,0,0,0,0,0,0
1395,4,3,0.5,1,0.0,0.0,-1.0,3,1,1.5,0.25,0.7000000000000001,2,1,0.75,3,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,4.138970003203112,2.8721457461366025,5.314198506010484,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1413,13,25,0.32051282051282054,1,0.0,0.0,-0.05779153766769946,6,1,3.8461538461538463,0.10489510489510487,0.48322711636276233,5,3,0.5384615384615384,2,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,0,1,0,0,4.874882874821637,2.541385864462066,5.960010356182095,0,0,0,0,12,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0
1415,4,3,0.5,1,0.0,0.0,-0.4999999999999988,2,1,1.5,0.3333333333333333,0.625,3,2,0.5,3,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4.809953829822381,3.4850065483964423,5.927158369331642,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
